82	" It was a $1.5 million apartment on the West Side. An agent was showing the apartment to a tall man and his wife. Luke and Jenna walked into the apartment. They were also looking. The master bedroom was small. This was the smallest two-bedroom apartment they had seen. Yet it was the most expensive. The agent asked, ""Well, what do you think?"" Jenna said, ""Well, the bedrooms are a little small."" The agent said, ""I'm sorry. I was asking them."" The tall man said, ""Yeah, who are you?"" Luke said, ""She's my wife. She's looking at this apartment just like you are. Who are you?"" The tall man said, ""Who am I? Who are you?"" Luke said, ""I'm her husband. Who are you to ask who am I? Or who is she? She can't have an opinion about this apartment? It's too small and too much. Go ahead-buy it!"""
83	" The jury summons said to report at 8:45 a.m. to 111 Centre St. The courthouse was only a block from Chinatown. Russ joined the long line of people standing outside. The line moved slowly into the courthouse. Everyone went through the security check. Russ took the elevator to Room 1121. It was a big room. It had more than 100 comfortable padded chairs. The room filled up. At 9:20 the jurors watched a short film about jury duty. After it ended, a court employee entered the room. She welcomed everyone and gave a brief speech. She asked if anyone had questions. Many people did. She told a young father who was carrying his baby in his arms, ""You have a beautiful baby, sir, but you can't bring your baby to jury duty."" Another man said he was confused. ""Sir, it's very simple. Can you serve today and tomorrow?"" she asked."
84	" ""I believe so, but I don't think so,"" he said. She said, ""You're telling me two different things. Go to 60 Centre Street, Room 139, please."" Another man was also confused. ""Where do you live, sir?"" she asked. He said his post office box was in Manhattan, but he lived in Brooklyn. ""You don't live in your post office box, sir. You live in Brooklyn. You can't serve on a Manhattan jury,"" she said. Another man wanted to know how long trials lasted. ""I can't tell you, sir,"" she said. ""Each trial is different. Some last only a day or two. Some last a lot longer."" When she finished with all the questions, she told everyone, ""If you don't get selected for a jury today or tomorrow, you can go home tomorrow afternoon. Your jury service will be over."" Many jurors murmured in approval. A few even clapped and cheered."
85	" Lynn is a Manhattan real estate agent. She gets many calls. She asks all callers the same questions. She listens carefully to their answers. She wants serious callers. If she thinks they're lying about anything, she says she can't help them. ""If they qualify, I can quickly find them an apartment they like,"" she says. ""They get their apartment, and I get my commission."" The phone rang. The caller wanted to rent an apartment. Lynn asked the usual questions. ""When do you want to move? Why do you want to move? Is your annual salary 40 times the monthly rent for the apartment you want? Do you have good credit? Do you have a letter of employment? Do you have three recent pay stubs? Do you have a reference letter from your current landlord?"" The caller hung up. Lynn wasn't disturbed. She thought, ""That's okay. Serious callers don't hang up!"""
86	" It was 10 a.m. He was snoring. The phone rang. It was his wife. ""Are you still sleeping?"" she asked. He said no. ""Is that the truth?"" she asked. Okay, he was sleeping, he said. ""You said you wouldn't sleep in anymore. You said you'd get up at eight and write all day long. You said you would write a book. We need money! How can you make money when you're sound asleep?"" She hung up. He got up. Write, he thought. Write what? He had nothing to say-nothing that would interest anyone. Thousands of books are published every year. Few of them make big money. He had never been published-not even a letter to a newspaper. But he couldn't find a job. What else could he do? Writing was the only thing he could do halfway well. But write a best seller? He went back to sleep."
87	" One of the two kitchen light bulbs was out. It was circular and fluorescent. He placed a chair under the light. He stood on the chair. He unscrewed three screws. He removed the plastic cover. He removed the bad bulb. He inserted a new one. He screwed in the three screws that held the cover. His wife would be pleased to have a bright kitchen again. He heard the front door open. His wife walked in. She looked at him. She said, ""Why are you standing on that chair? That's a cheap, plastic chair. What would happen if the chair broke? You might break your leg. You'd have to go to the hospital. We don't have health insurance. The hospital bill might be $5,000. Why didn't you call maintenance? You know they'd replace the light bulb for $30! You risk $5,000 to save $30. What is the matter with you?"""
88	" Burt's dad had lost his marriage certificate. He had lost it 40 years ago. But he had never needed it. Now he needed it. He called Burt. ""Can you pick up a copy of my marriage certificate? I already called the city clerk in New York City. You only need your driver's license and $15. Then mail it to me,"" he said. Burt said sure. He went downtown the next day. He got the marriage certificate. It was on legal-size paper. He needed a legal-size envelope. He went to Office Depot. There were three sizes of big envelopes. Two of the sizes were too small, and one was too big. He asked a worker, ""Do you have legal-size envelopes?"" The worker said no. He said Burt could probably find them online. Instead, Burt bought the package of envelopes that were too big. Dad is worth the extra stamps, he decided."
89	 On Easter Sunday, Lee walked into the Plaza Hotel. It's on 59th Street next to Central Park. The foyer had white lilacs and white roses on a center table. People were taking pictures of the flowers and themselves. Lee went further inside. Many people were enjoying lunch in a big dining room. To Lee's left, a woman was playing the piano. Lee didn't recognize the music she was playing. It sounded nice. He listened for a while. He looked at the dining room menu. One entree was $28-too rich for him. He turned right and walked toward a carpeted hallway. As he entered the hallway, he tripped. He caught himself. There was gray duct tape along part of the carpet edge. The taped edge was half an inch above the floor. Lee walked up the hallway. It took him to an exit. He turned around and retraced his steps.
90	" Lee approached the spot where he had tripped. A woman was entering the hallway. Suddenly, she tripped. She caught herself. She had tripped over the carpet edge. Lee walked over to a nearby worker. He asked to speak to a supervisor. The supervisor came over. Lee showed him the upraised carpet. Lee told him that he and a woman had tripped there. The supervisor looked alarmed. ""Sir, are you all right?"" he asked Lee. Lee said he was fine. ""Are you sure, sir? I'll get you an accident report. You should fill it out,"" he said. Lee was touched. This man seemed genuinely worried. ""I just wanted you to know about this situation,"" he told the supervisor. The supervisor thanked him. ""I'm calling maintenance right now,"" he said. He pulled out his cell phone. He stood guard on the carpet. Nobody was going to trip on that carpet edge again."
91	" Patrons can view porn on library computers in New York City. Porn is allowed because it's an expression of free speech. The libraries cannot ban porn. ""That's so disgusting!"" said Emily, 74. ""They say it's 'free speech.' But there should be limits to free speech. They should draw the line at porn in the library. A library is for reading and thinking. It's for improving your mind. It's not a place for gawking at naked people. It's not a place for Peeping Toms and other perverts. There are kids in a library! These kids are our future. We must not corrupt them. We must protect them from filth. I'm never going to use a library computer again. Who knows what filthy man was touching the keyboard? Men can be so disgusting- well, most men. My husband, bless his soul, was never interested in porn. He only had eyes for me."""
92	" Superman flew to a driving range in his Superman outfit. He talked to Arnie, the golf instructor. Arnie said, ""Sure, I'll be happy to teach you how to play golf, Superman."" Arnie filled a bucket with golf balls. He told Superman to follow him. He gave Superman a 7 iron. He showed Superman how to grip the club. ""The correct grip feels uncomfortable at first,"" he told Superman. Superman said, ""No, it feels fine. Let me hit a few balls."" Arnie said sure. He put a golf ball on the grass. Superman hit the golf ball with the 7 iron. WHACK! Arnie's ears hurt. The golf ball took off like a rocket. Then it burst into flames. Then it disappeared. All that remained was black smoke. Arnie told Superman to hit another ball. Superman said sure. The same thing happened again! Now there were two little clouds of black smoke."
93	" ""Are these balls defective?"" Superman asked. Arnie shook his head. ""Look around. Look at all these golfers hitting balls,"" Arnie said. ""Do you see any balls bursting into flames?! No, it isn't defective balls, Superman. It's you! You're too powerful."" Superman asked, ""Well, what can I do? I like hitting golf balls. It's fun! Do they make steel golf balls? Maybe they won't burst into flames."" Arnie said, ""No. Even if they did make steel golf balls, they'd probably melt once you hit them. I'm sorry. Golf isn't a game for a superman. It's a game for ordinary men."" Superman frowned. He thanked Arnie for his help. Then he flew away. The next day, an ordinary-looking man appeared at the driving range. He was wearing glasses and a nice suit. ""Hi,"" the man said to Arnie. ""Can you teach me how to play golf? My name is Kent- Clark Kent."""
94	" Shy had gotten angry. He had said something mean to his supervisor. Many people say mean things to their supervisors. Most of them do not get fired. But Shy had gotten fired. ""Exactly what did you say to your supervisor?"" the lawyer asked. ""I told her to kiss my ass,"" Shy said. ""What's so bad about that?"" Shy had worked for the company for many years. ""She thinks I have an attitude problem,"" Shy said. ""She's been there for five years. I've been there for 25 years. She's half my age. She's my supervisor. I should be her supervisor. Who wouldn't have an attitude problem?"" The lawyer said Shy had a good case. He'd had good evaluations for 25 years. They couldn't fire him for just one remark. They could fire him only if he had a history of bad remarks. He said he'd be happy to take Shy's case."
95	" Friday's royal wedding is all over the news. It's on every news channel in America. The handsome prince will marry the beautiful princess. He is so lucky! She is so lucky! Visitors to the United Kingdom this week will spend about $1.5 billion. The UK is so lucky! TV reporters in America talk about the wedding every day. The reporters are excited. They think the viewers are excited. Herman, 69, lives in Brooklyn. ""I'm not excited,"" said Herman. ""Two Brits are getting married in London. I should care because they're part of the royal family? Let's see these TV reporters get excited about local news that matters. They're closing the senior center for good next month. They had to cut something from the city budget. So they cut our senior center. Why haven't they reported that on the TV news? I'll tell you why-we seniors just aren't sexy enough."""
96	 He couldn't find work. His wife found work. She works for a real estate company. She goes to work every day. She borrows keys to vacant apartments. She takes pictures of apartments. She shows apartments to clients. She walks up and down stairs. She walks up and down city blocks. She puts up with the weather. She puts up with the heat, the cold, the rain, and the snow. She makes appointments for clients. She calls and emails clients. She returns calls and emails from clients. She asks clients why and when they want to move. She asks clients about their income and their credit. She fills out forms. She helps clients fill out forms. She loses a client here and gains a client there. She leaves home at 9:00. She comes home at 8:00. Then she makes dinner for both of them. After dinner, she goes right to sleep.
97	" ""How do you do this every day?"" he asked his wife. ""Real estate is such a dog-eat-dog business. All of you agents are competing with one another. A client is like a bone. All the dogs go after the bone. If they have to bite other dogs, so be it. The bone is all they care about. They're not your friends. They're friendly only if they want something from you. Some of your clients aren't much better. They say they'll meet you at 3:00 but don't show up until 3:30. Or they call you at 3:30 to say they'll be there at 4:00. Or they don't call you at all. Or they don't show up at all. You're on the computer for hours before and after work, looking for new listings. You work every weekend. How do you do this day after day?"" She said, ""I love you, that's how."""
98	" A dead bird was on the kitchen floor. Sam had left a ""present"" again. Sam was their black cat. He hunted at night. He was a good hunter. He brought home birds and lizards. Usually he left them outside on the patio. Sometimes he brought them into the house. Ted didn't mind. He was proud of his hunter cat. But Molly minded. ""This cat is killing innocent animals,"" she told Ted. He said, ""But that's the nature of cats. They're born killers."" Molly didn't care. She told Ted to stop the killing. ""These animals are wild,"" she said. ""They might have diseases. Caroline might catch a disease from one of these dead animals. Do something, please."" Caroline was their young daughter. Ted didn't want to lock Sam in the house at night. That would be cruel. There was only one thing to do. Ted tied a bell around Sam's neck."
99	" He looked like a mean guy. He walked like a mean guy. He talked like a mean guy. He walked into the classroom. He looked at all the students. He saw a skinny guy. He looked at the skinny guy. The skinny guy was reading a book. He walked over to the skinny guy. He stood right next to the skinny guy. The skinny guy kept reading the book. The mean guy cleared his throat. The skinny guy kept reading his book. He cleared his throat again, but much louder. The skinny guy looked up from his book. ""What are you looking at?"" the mean guy yelled. ""Uh, nothing,"" said the skinny guy. He quickly went back to his book. ""Nothing?! Am I 'nothing'? You calling me 'nothing'?"" the mean guy asked. The skinny guy kept his head down. He didn't look up. He pretended to keep reading his book."
100	" The mean guy knocked the book out of his hands. Then the mean guy took a seat near the back of the room. The skinny guy waited a minute. Then he got out of his seat. Head down, he hurried over to his book. He picked it up and hurried back to his seat. He didn't look around the room at all. The teacher walked into the classroom. The skinny guy felt better. His racing heart slowed down a beat or two. The mean guy suddenly stood up. He turned around. He shouted at the guy sitting behind him. ""Stop looking at me!"" ""Who's looking at you?"" the guy grumbled. ""You are!"" said the mean guy. ""You're looking at the back of my head. I can feel it! You're asking for trouble!"" The guy got up. He went to another desk. ""Open your books to page 48,"" said the teacher."
101	" ""What's wrong?"" his wife asked. ""Why the long face?"" He told her his story. He'd had an opportunity to make money fast. But it required him to invest thousands of dollars. At first he was going to do it. It was the smart thing to do. He could double his money. But then he started to think about it. Maybe it was a dumb thing to do. Maybe he wouldn't double his money. Maybe he'd lose his money. At the last minute, he backed out. He hung onto his money. But a friend of his did invest his money. His friend doubled his money within a few days. ""I can't stop thinking about this. I can't stop being mad at myself,"" he said. His wife said not to cry over spilt milk. ""You've still got your money. And more importantly, we have each other,"" she said. ""You should be happy."""
102	" It was springtime. Elaine's nose was running. Her eyes were itching. She asked Jerry to buy some allergy medication. He went to a drugstore. He looked at the allergy medications. He compared active ingredients. He compared prices. He compared expiration dates. He found a non-drowsy house brand. Each pill lasted 24 hours. Ten pills were in the box. He paid $9 for the box. He took the box home. Elaine took a pill. A while later, she felt much better. Ten days later, her allergy was still active. ""I need some more pills,"" she said. Jerry went back to the drugstore. He took the empty box with him. He couldn't find the boxes with just 10 pills in them. Instead, he had to buy a box with 30 pills. It was the same house brand with the same active ingredient. But these pills were self-dissolving. The box cost only $18."
103	" Jerry took the box home. ""They didn't have the box with 10 pills,"" he said. ""So I got a box with 30."" Elaine took a pill out of the box. ""These are much bigger than the other pills,"" she said. ""Are you sure they're the same?"" He said, ""Yes, it's the same active ingredient. The only difference is that you don't need to drink water with these."" She said, ""You know I always need water to swallow pills. You should have gone to another drugstore. These pills might not work."" He said, ""Of course they'll work. They're the same, exact pills!"" She said, ""How can they be the same? They're bigger!"" He brought her some water. She took the pill. She went to work. She came home that evening. Her nose was running. Her eyes were itching. ""I told you they weren't the same,"" she said. Jerry shook his head."
104	" Sally's hair was too long in the back. She went to a hair salon. Its haircut price was $55. She went to a few more salons. She found one that was only $30. She heard some hairdressers speaking a foreign language. She told a hairdresser what she wanted. ""Short in the back,"" she said. ""Short,"" the hairdresser repeated, nodding and smiling. Sally was tired. She slept while the hairdresser cut her hair. A while later, she heard, ""Okay, finished. You like it?"" Sally opened her eyes. She looked in the mirror. Her eyes got big. Her hair was short alright. It was short in the back. It was short in the front. It was short on top. It was short on the sides. She looked like a boy! She wanted to cry. She went home. Her husband loved it. ""You look great,"" he said. ""You'll love drying your hair now."""
105	" Charlie went to Rockefeller Center at 8 a.m. Nobody was in line on the sidewalk. Nobody was in line inside. He was happy. He had beaten the crowds. He went to the ticket counter. He presented his CityPass booklet. It had cost him $79. It was good for the Statue of Liberty, two museums, the Empire State Building, and the ""Top of the Rock"" Observation Decks. He paid $2 for a view map. He took an empty elevator to the 67th floor. It was an open air deck, but glass ""walls"" surrounded it. They also prevented unhappy people from jumping onto the streets below. He took the escalator to the 69th floor deck. It also had glass. He walked up to the 70th floor deck. It had no glass. A jumper would land on the 69th floor deck. He looked north at Central Park. It is so green, he thought."
106	" Charlie looked at the Empire State Building. It was only 16 blocks south. Then he looked at the East River. He saw two bridges in the distance. Which bridges are those, he wondered. He unfolded the view map. It was actually a panoramic photo taken from the 70th floor. Printed on it were the names of buildings and other places of interest. The names of the bridges were the Williamsburg Bridge and Brooklyn Bridge. He looked at the two bridges again. Where was the Manhattan Bridge? He knew it was just north of the Brooklyn Bridge. He had taken the N train over the Manhattan Bridge just last week. ""Where is the Manhattan Bridge?"" he asked a security guard. The guard looked at the view map. He saw just two bridges. The guard looked at the East River. He saw just two bridges. ""There is no 'Manhattan' Bridge,"" he said."
107	" They were in the produce section. The small cucumbers were in a Styrofoam tray. The tray and the cucumbers were wrapped tightly in thin, clear plastic. She pushed on each cucumber through the plastic. She tested five different trays. ""This one's the best,"" she said. She tested all the produce with her fingers. She tested the bananas. ""You don't need your fingers for the bananas,"" he said. ""All you need are your eyes."" She asked, ""Well, is this banana okay?"" He looked at it. ""Of course it is,"" he said. It was a yellow banana. Yellow meant it was okay. She pointed to a section of the banana. She said, ""Feel here."" He felt there. ""It's soft. It's a little overripe,"" he said. ""But even so, it won't kill you."" She said, ""Of course it won't. But do you want the freshest food, or just food that won't kill you?"""
108	" It was a warm, sunny day in Manhattan. Many people were standing in a long line. They had bought tickets for the Statue of Liberty. They were waiting to board the boat. Neil could see the statue in the distance. It looked pretty small. He bought a ticket. Now all he needed was a hat. A sidewalk vendor nearby was selling baseball caps. Most of them had ""NY"" on them. The price was $5. Neil offered $4. The vendor gave him a cap. Neil gave the vendor $4, plus a 50-cent tip. The vendor smiled and thanked him. Neil felt a little guilty. He gave the vendor 50 cents more. He got in line. The boat arrived. Neil and the other passengers walked onto the boat. A sign on the boat said, ""Capacity 500."" But Neil didn't see anyone counting the passengers. He went upstairs to the top deck."
109	" Neil stood by the rail. He looked at the water 30 feet below. The boat left the dock. Everyone was enjoying the view. People were taking pictures of the Manhattan skyline. The wind suddenly gusted. The strong gust blew Neil's cap off. He saw it hit the water. The boat arrived at Liberty Island. Everyone got off. Neil walked toward the statue. The statue was much bigger up close. It was on top of a pedestal. The pedestal was almost 100 feet high. A security guard was sitting on a concrete wall. The wall was only a few feet high. It bordered the walkway around the statue. Neil asked, ""Why is the statue green?"" The guard said he didn't know. Neil continued walking. He saw a plaque fixed to the wall. The plaque said oxidation had turned the copper statue green. The plaque was about 100 feet from the guard."
110	" They took the escalator downstairs. They were at Home Depot. She wanted to buy some more plants. She also wanted to buy some plant food. Ryan went to the plant food section. He saw big containers and small packages. One small package was only $2. It contained 15 ""sticks"" of plant food. Each stick was smaller than a golf pencil. He told Paula it was a good deal. ""Are you sure?"" she asked. ""It's $2!"" he said. She asked, ""Did you read the directions?"" He read them. He said, ""This is ridiculous. I thought we only needed to put one stick in each pot. But we need to put six sticks in a big pot. We need to put two sticks in a little pot. We need to replace the sticks every 30 days. I thought this stuff was cheap, but it isn't."" She said, ""That's the problem with 'cheap.'"""
111	" The N train stopped at the 23rd Street subway station. A young woman got on the train. She stood next to Doug. Doug didn't offer her his seat. The train pulled out of the station. The woman suddenly started talking loudly and slowly. ""Hello, everyone! My name is Chris Brown. I'm a single mother. I have two children."" Doug looked up at the woman. She looked clean. Her clothes looked clean. ""I don't smoke. I don't drink. I don't use drugs. I would appreciate your help,"" she continued. She held a clear plastic cup in her left hand. She is very brave, Doug thought. To beg on a train takes bravery. Doug put a dollar bill into her cup. She didn't say anything. She walked forward, holding out her cup for others. The very next day, she got on his train again. She made her announcement again. Doug ignored her."
112	" Two policemen were walking past a house. They smelled marijuana smoke. Bob said, ""Someone's breaking the law. Maybe it's a drug dealer!"" They went to the front door. John rang the doorbell. Nobody answered. John rang it again. Nobody answered. Bob shouted, ""Police! Open the door!"" They pulled out their guns. Bob kicked the door in. They entered the house. Bob went straight to the bathroom. Nobody was there. John said, ""In here."" Bob walked into the bedroom. An old lady was smoking a joint. She was lying in bed. Her bedroom window was open. ""You're under arrest,"" said Bob. She said she had cancer. Her voice was a whisper. Bob said, ""Cancer is no excuse for breaking the law."" She said they had broken into her house. They broke the law too. Bob said, ""We're the police. It's okay for us to break into houses. Now get up, please."""
113	" He was a new employee. He introduced himself to one of his new coworkers. She was looking at her computer screen. ""Hello, my name is Don,"" he said. She looked at him. Her face was a blank. ""I don't have time to say hello,"" she said. She went back to looking at her computer screen. Don stood still for a moment. Then he walked away. That was rude, he thought. No one has ever done that to me in my whole life. How long does it take to just say Hello?! He turned around to look at the woman again. I'll remember you, he thought. ""Did I say Hello wrong?"" he asked his supervisor later. He was half-joking. ""No,"" Bill said. ""Sandra's a little paranoid. She thinks every new employee might be after her job. She treats them like the enemy."" Well, that's certainly how I'll treat her, Don thought."
114	" ""New York City is the greatest city in the world,"" said Herman. ""I've been here my whole life. We have the best of everything. We have 8 million friendly people. We have 10,000 friendly taxicab drivers. We have the world's greatest subway system, even on weekends when half the trains aren't running. We have the Brooklyn Bridge, the world's greatest bridge for walking and taking pictures. We have Grant's Tomb and the Staten Island Ferry-they're both free! We have the world's best pizza because it's made right here in NYC! We have I Love NY tee-shirts. We have everything! Who would ever want to go anywhere else?"" Maria said, ""But there's a lot of other nice cities in the world. Maybe you should visit them to compare."" Herman said, ""Why should I visit other cities? People from those cities are visiting us. That just proves how great NYC is!"""
115	" Lou had a bad memory of a bad event. He couldn't put it out of his mind. It was with him when he went to sleep. It was with him when he woke up. It was with him all day long. He went to a memory doctor. He told the doctor his problem. The doctor said he could remove the bad memory. But there was a problem. He might accidentally remove some other memories too. ""That's okay,"" said Lou. ""As long as this bad memory goes, it's okay if a few other memories go with it."" The doctor gave Lou a Bad Memory pill. Lou swallowed it. A minute later, he said, ""I'm cured! I don't remember the bad memory, whatever it was."" The doctor asked, ""Do you remember how much I was going to bill you?"" Lou said, ""No. Tell me again."" The doctor smiled. He doubled Lou's bill."
116	" He wanted to explore New York City. He decided to buy a bike. ""Make sure you buy a helmet,"" his wife said. ""And make sure you clean the tires. Don't bring dirty tires into our apartment."" Clean the tires? How in the world was he going to clean the tires? There was no hose outside their apartment building. He hoped she was kidding. He went to K-Mart. He bought a helmet and a 21-speed Schwinn. He walked the bike out of K-Mart. He put on the helmet. He got on the bike. He rode it east on 34th Street to the river. He rode it north a few blocks and then south. This was fun! He rode it west to Madison Square Park. A huge, white statue of a woman's head was in the park. People were taking photos of it. He rode home. He felt like a kid again."
117	 He bought a blue bike at K-Mart. He rode it home. He read the owner's manual. He returned to K-Mart the next day. He needed to buy a bell for his new bike. New York City requires all bikes to have a bell or horn. He hadn't known that. He had seen many bikes on the street without a bell or horn. But he didn't want to get a citation. He went to the bike section. What's this, he asked himself. A red bike was on display. It wasn't there yesterday. He looked at it. It was half as expensive as his new bike! He examined the red bike. He lifted it; it was heavy. The seat was as hard as a rock. He did not like the knobby tires. The gears were not Shimano. The bike was not a Schwinn. This bike SHOULD be half as expensive, he thought.
118	" ""I love New York City,"" said Eddie. ""I wake up happy because I'm waking up in NYC. I sleep like a baby because I'm sleeping in NYC. It's a big city chock-full of small, friendly communities. It isn't the mean city that people see in the movies. It's a city made for enjoying. It's a city made for exploring. What's not to love?"" Barry said, ""Ha! What's not to love? Bags of smelly garbage are on the streets every day. Some sidewalks and subway stations reek of urine. Streets and subways-even the sidewalks!-are jam-packed. And the bikers-just yesterday a biker almost ran me over. They come at you from everywhere- from the front, from the back, and from the sides. When I step into the street, I look out for bikers first, cars second."" Eddie said, ""Those things aren't bad. They just add CHARACTER to our city."""
119	" The waitress showed them to their table. It wasn't where they had sat the previous month. That table was quiet and almost private. This table, at the south end of the restaurant, was only five feet away from a busy cash register. Also, the table was at the intersection of two aisles. One aisle led to another dining room. One aisle led straight to the buffet line. The foot traffic was constant throughout their meal. Waiters, waitresses, busboys, adults, and kids walked by within inches of their table. ""If I put my foot out just a little bit,"" Woody told Ellen, ""ten people will step on it or trip on it every minute."" They went home a little frazzled. ""Well,"" Ellen said, ""we had the best table last time, and the worst table this time."" Woody said, ""Yes, we did. The food wasn't as delicious this time, that's for sure."""
120	 I wish I was dead, he said to himself over and over. I wish I was dead. He couldn't remember the last time he had smiled, let alone laughed. He was miserable. He had done something really stupid recently. It had cost him a LOT of money. It was driving him crazy. Why had he done it? How could he have been so stupid? He couldn't get it out of his mind. He thought about it every day, all day long. All that money-gone! He couldn't have made a worse financial decision. It was ruining his life. He ate little. He slept little. He talked little. He was a somber man. He kept telling himself, It's only money, It's only money. But that didn't help. Nothing helped. Every day was worse than the previous day. His life had become a nightmare-a nightmare that he desperately wanted to end.
121	" Joe first walked by the man at 2 p.m. The man was standing in the middle of a busy sidewalk in Koreatown. He was bent over, face down. Joe could see only the top and back of the man's head. His hands were moving slowly near his knees. At about 3 p.m., Joe returned from his errands. The man was still on the sidewalk. He was in the same spot. Joe decided to stop. He stood nearby and watched the man. The man wasn't making a sound. He just stood there, bent over, face down. He seemed to be looking at his hands. His hands continued to move slowly in front of his knees. This man needs help, Joe thought. He felt sorry for the man. People continued to walk around the man. Joe went home. He told his wife about the man. ""How did he get there?"" she asked."
122	" Ricky opened the window. He climbed out onto the windowsill. He looked down at the street below. A bus was approaching. When it was almost under the window, he jumped. He landed on the bus. He groaned. The bus driver heard the impact. He pulled over. He got out of the bus. He shouted, ""Is someone up there? Are you okay?"" Ricky said, ""My back hurts."" The bus driver told him not to move. He said he would call 911. Ricky lay still. The paramedics came. They lowered him to the ground. They put him in an ambulance. The ambulance took him to the hospital. A doctor examined him. He said Ricky would be okay. ""You're very lucky,"" the doctor said. ""You didn't break any bones. What happened? Did you fall?"" Ricky said, ""I jumped. I was practicing. I'm going to be a stunt man after I finish high school."""
123	" She loved her fiancé. Her fiancé loved her. They both loved each other. About a month before Christmas Day, he asked, ""What do you want for Christmas?"" She said, ""All I want is you."" She asked, ""What do you want for Christmas?"" He said, ""All I want is you."" He decided to get her something anyway. She decided to get him something anyway. He went to Macy's. He saw a beautiful, gold necklace. She'll like this, he thought. He bought it. He had it gift-wrapped. She went to Macy's. She saw a beautiful tie. He'll like this, she thought. She bought it. She had it gift-wrapped. They put their gifts under the Christmas tree. On Christmas morning, they unwrapped their gifts. She was thrilled. He had a long face. ""What's the matter?"" she asked. He said, ""I bought you a beautiful, expensive necklace. All you bought me was a tie!"""
124	" She felt bad. She had yelled at her mom. She had made her mom cry. Even though she had apologized, she still felt bad. ""I can't believe I hurt my own mom,"" she said. ""My life seems to be just one bad thing after another. Either I do bad things, or bad things happen to me. And I remember them all. I hate living with all these bad memories."" He said he was lucky. ""I don't have any bad memories,"" he said. She didn't believe him. She said everyone has bad memories. He said, ""Not me. All I have are nice memories. I have memories of birthdays and holidays. I have memories of good times and fun times. I don't have a single bad memory."" She said, ""Your grandma died last week! Isn't that a bad memory?"" He said, ""She left me $10,000 in her will. What's bad about that?"""
125	" Lily walked into Macy's on 34th Street. She needed some Dior skin cream. She went over to the cosmetics section. All the employees were busy with customers. Lily stood there. After a few minutes, one employee came over to Lily. ""Hi, I'm Bev. I'll be with you in about five minutes,"" she said. ""Is that okay?"" Lily smiled and nodded. Bev went back to her customer. Lily took a chair. About five minutes later, Bev returned. She helped Lily find the items she needed. Lily paid for the items, thanked Bev, and left Macy's. ""I will do business only with Bev from now on,"" Lily told her husband. ""I was dressed in shorts and a T-shirt. Maybe the other workers thought that I didn't have much money. They didn't offer to help me. But Bev did. She will always have my loyalty. She treated me right. I'll treat her right."""
126	" Tony was in line for the elevator at Macy's. Two men walked up. They went to the front of the line. They were very tall and very big. They looked like father and son. A Macy's employee spoke up. ""Sir,"" he said, ""you have to go to the back of the line. You can't cut in line."" The big man ignored him. ""Sir,"" the employee repeated, ""please go to the back of the line. It isn't right to cut in line."" The man said, ""I'm not moving."" The elevator doors opened. People got out of the elevator. The man and his son walked into the elevator first. Tony and the others in line got into the elevator. The elevator rose. Tony said, ""You're setting a bad example for your son. Just because you're big doesn't mean you can break the rules."" The big man said, ""Who's going to stop me?"""
127	" What would Mark say at his dad's funeral? His dad was very old. He might die any day. Mark wanted to say something nice about his dad. He wanted to say something memorable. He wanted to say something that showed his love for his dad. But what could he say? His dad was a nice guy. He was a hard worker. He was a good husband. He was a good father. That wasn't much to say. That wouldn't even fill up one minute. Maybe he could tell an anecdote. That would work. But he couldn't think of an anecdote. He couldn't think of even one little story to tell. He hardly knew his own dad! He called up his dad. ""What do you want me to say about you at your funeral?"" he asked. His dad said, ""Don't worry about it. I already wrote something. Just read what I wrote."""
128	" Leo decided to skip school Friday morning. He decided to go fishing. He put his fishing gear into his car. He drove to the lake. He parked his car. He grabbed his gear. He went to the fishing shack on the pier. They were having a fishing tournament. Whoever caught the biggest trout would win $100. Leo paid the $5 entry fee. He sat down on the pier. He put some bait on his hook. He cast the hook far into the water. He put the rod into a rod holder. The lake was quiet and beautiful. A sailboat sailed by in the distance. A hawk slowly circled high above. ""Caught anything yet?"" a man asked. His voice sounded very familiar. Leo looked at him. ""Mr. Wilson! What are you doing here?"" he asked. Mr. Wilson was the school principal. ""I might ask you the same thing,"" said Mr. Wilson."
129	 Victor always sat right behind Billy on the school bus. Victor kicked the back of Billy's seat all the way to school and from school. Billy hated Victor. Billy hated school. Every night Billy prayed that Victor would vanish. One morning Billy awoke and saw a yellow, plastic gun near his pillow. He put the little gun in his jacket pocket. Maybe he could scare Victor with it. Billy went outside. The bus arrived. He got on and sat down. Victor sat down behind him. Victor started kicking his seat. Billy turned around. He pointed the gun at Victor. He told Victor to stop kicking his seat. Laughing, Victor kicked the seat harder. Billy closed his eyes. He pulled the trigger. Victor stopped laughing. Billy opened his eyes. The seat was empty. Victor was gone. Billy dropped the gun. He sat down again. School will be okay now, he thought.
